Price Date,Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
31-03-2022,1900,1913,1894.2,1906.85,10280780471,131746,5399145
30-03-2022,1910,1919,1895,1903.95,14864126250,178770,7795839
29-03-2022,1873.9,1889.4,1860.55,1886,7348234594,115629,3917785
28-03-2022,1866,1880.9,1852.65,1873.9,7487212707,131939,4008555
25-03-2022,1892,1894,1858,1876.55,6444362804,130194,3438588
24-03-2022,1856.15,1894.6,1856.15,1886.7,7129425934,114815,3784303
23-03-2022,1897,1900,1857,1872.4,11631503050,161491,6192824
22-03-2022,1850,1890,1839,1887.4,10697206781,202175,5709382
21-03-2022,1861,1886.9,1841.1,1853.05,15542599266,171756,8362085
17-03-2022,1923.3,1923.3,1833.05,1854.6,33153300057,251465,17731459
16-03-2022,1865,1893.95,1849,1889.4,9812820161,154465,5233979
15-03-2022,1888.35,1888.35,1830,1839.3,13230484534,224849,7140443
14-03-2022,1831.55,1895,1831.55,1890.7,19263377771,271878,10289724
11-03-2022,1814,1831.4,1811,1822,8673758340,148439,4758657
10-03-2022,1844.75,1844.75,1810.2,1825.9,11939977607,195637,6547182
09-03-2022,1791,1831.6,1791,1813.35,18538320341,290276,10193515
08-03-2022,1718.45,1800,1718.45,1778.2,19463755937,320286,10984500
07-03-2022,1697,1751,1696,1739.85,16894926798,317768,9742588
04-03-2022,1695.25,1736,1681,1723.3,15558102518,317226,9074499
03-03-2022,1720.2,1733.9,1705.55,1720.85,12652331996,262571,7344147
02-03-2022,1710,1714.4,1691,1702.8,11532701359,301403,6771489
28-02-2022,1682.2,1728.05,1665,1715.6,25772414335,330427,15076542
25-02-2022,1715,1728.15,1677,1694.6,16543242534,305050,9737281
24-02-2022,1690.1,1714.95,1670.5,1678.15,22970021734,376409,13592379
23-02-2022,1750,1758.25,1733.4,1742.85,9547154732,191067,5478811
22-02-2022,1699.9,1751,1691.05,1734.35,15281431405,227885,8878515
21-02-2022,1701,1737.3,1691.5,1730.7,8797869134,205567,5120890
18-02-2022,1710,1722.5,1703.5,1706.95,9590289596,159019,5602215
17-02-2022,1744,1749,1720.3,1724.8,6818374504,110732,3937950
16-02-2022,1738.25,1755.45,1726.85,1733.3,9314065943,162198,5350642
15-02-2022,1699,1746.75,1690.45,1738.25,8040412171,188794,4669915
14-02-2022,1690,1718.55,1678.25,1682.2,12670785136,280769,7459637
11-02-2022,1740,1745.95,1713,1721.35,12993527942,430200,7551371
10-02-2022,1755.65,1773.9,1748.75,1769.6,7631331627,206904,4334630
09-02-2022,1735,1743,1725,1737.3,6713900255,178730,3867244
08-02-2022,1710,1725,1696,1717.3,10363805940,222044,6053401
07-02-2022,1722.2,1732,1695.4,1715,7389275044,254813,4310209
04-02-2022,1732,1753.95,1710.15,1741.1,8160294996,193857,4700077
03-02-2022,1779,1779,1734,1738.55,6727366646,183506,3832922
02-02-2022,1789,1792.8,1772,1787.1,7595951820,146941,4253717
01-02-2022,1766.1,1780,1734.7,1772.05,9046788138,186159,5119935
31-01-2022,1718,1749.5,1715.35,1736.2,15264864509,313682,8788872
28-01-2022,1681,1727.55,1679.5,1686.2,18711813889,336935,10998502
27-01-2022,1702,1709.7,1665,1678.6,18884048987,495160,11231734
25-01-2022,1726.6,1740,1700.5,1722.15,15710645707,370958,9137653
24-01-2022,1765,1768.65,1728,1736.8,12414981413,261123,7116712
21-01-2022,1795,1808,1776,1785.7,14765723987,363701,8252758
20-01-2022,1844,1848,1815.5,1823.7,10114140157,267078,5533463
19-01-2022,1916,1916,1862.85,1867.05,10805850966,177957,5747770
18-01-2022,1922.1,1945,1911.45,1920.75,7100450832,209492,3690315
17-01-2022,1938.55,1953.9,1930.5,1939.5,10216874399,177946,5262464
14-01-2022,1882,1933,1881,1929.35,14706988627,225842,7688506
13-01-2022,1905,1912.5,1866.35,1896.8,27044612998,390078,14277630
12-01-2022,1868.9,1889,1860,1877.45,10050718588,195948,5362535
11-01-2022,1855,1870,1850.15,1855.6,9564958557,189308,5142287
10-01-2022,1815,1869.9,1813,1850.75,14554564594,227924,7857560
07-01-2022,1815.45,1836,1806.8,1814.3,8791606623,148117,4834389
06-01-2022,1828,1828,1800,1817.8,11686479371,232721,6449205
05-01-2022,1900,1902.9,1840,1844.65,12994844600,289755,6995719
04-01-2022,1898.45,1906.65,1878,1899.15,7408140297,120603,3921999
03-01-2022,1887.75,1914.05,1887.75,1898.45,6342326138,128107,3329616
31-12-2021,1890,1898.35,1871.65,1887.75,8717788086,132766,4619420
30-12-2021,1884.5,1909.8,1874.35,1892.85,8689853630,127547,4584738
29-12-2021,1883.5,1893.8,1876.4,1885.55,6104257384,94918,3236635
28-12-2021,1880.7,1895.9,1878.4,1888,6304763251,147835,3340933
27-12-2021,1860,1874.5,1845.05,1866.15,4935229850,141608,2647733
24-12-2021,1872.95,1875.75,1854,1863.5,7047796921,119651,3780347
23-12-2021,1831.25,1861.6,1827,1857.6,7607253609,160898,4112933
22-12-2021,1825,1829.15,1812.35,1824.7,7565456224,121978,4156428
21-12-2021,1801,1838,1801,1811.6,9753723500,204777,5353584
20-12-2021,1801.7,1829.65,1787.3,1798.9,10423053263,220523,5773891
17-12-2021,1820,1842,1806.75,1820.85,34427916211,398575,18887243
16-12-2021,1762.65,1777.6,1758,1771.6,7924136142,161944,4481031
15-12-2021,1745,1747.95,1721.2,1734.2,5289916760,123458,3053149
14-12-2021,1730.9,1763,1710.35,1752.15,8328622415,178424,4768144
13-12-2021,1767.05,1771.35,1738.8,1744.65,7076097488,138705,4040584
10-12-2021,1760,1763.75,1746,1759.25,3199026985,114797,1823469
09-12-2021,1759,1769.4,1742,1763.45,3658856607,90007,2082171
08-12-2021,1733,1759.8,1732.6,1753.35,5299514522,101838,3029169
07-12-2021,1701.1,1724.9,1694,1711.65,7191049986,113379,4202122
06-12-2021,1730,1733.95,1691.5,1695.3,6807306904,170662,3991449
03-12-2021,1771.1,1786.65,1732.55,1735.55,11876876754,172077,6754012
02-12-2021,1715,1750.5,1711.35,1748.25,9661020146,173258,5559574
01-12-2021,1715,1741.9,1713,1714.9,8967308950,204083,5193264
30-11-2021,1704.55,1729.9,1700.05,1712.65,25379600677,209403,14808963
29-11-2021,1691,1712,1669.15,1696.35,6681771091,187081,3942776
26-11-2021,1702.55,1718.35,1684,1691.65,7646702666,189716,4494181
25-11-2021,1700,1726.2,1696.95,1722.4,7678310604,141756,4476260
24-11-2021,1740,1740.5,1688,1696,12560636399,261744,7333061
23-11-2021,1735.1,1747.25,1710,1736.9,14616871616,228363,8436160
22-11-2021,1784,1785.4,1751.15,1759.4,11696747301,170729,6621839
18-11-2021,1781.6,1789.45,1759,1779.4,7675682400,154647,4326924
17-11-2021,1792.55,1802,1780.7,1787.45,8483456714,195585,4732492
16-11-2021,1790,1808.95,1777,1792.3,10846091249,173120,6034233
15-11-2021,1782.1,1800,1775.5,1787.15,7809957009,154854,4354074
12-11-2021,1743,1782.85,1738.05,1780.2,8954436975,142273,5069009
11-11-2021,1732.95,1739.75,1709,1733.3,8155869538,128994,4731349
10-11-2021,1726,1750.95,1721.95,1740.15,8305852157,115801,4780368
09-11-2021,1734.75,1750,1726,1742.5,6992803830,141964,4016134
08-11-2021,1730,1741,1703,1737.5,9063983394,194006,5245903
04-11-2021,1715,1717,1705,1708.7,826894810.3,45697,483407
03-11-2021,1709,1717.45,1699,1702.5,6027214982,159185,3530713
02-11-2021,1695,1706.45,1686.35,1697.9,5888203296,132426,3471772
01-11-2021,1677.5,1707.2,1676,1700.05,6166483836,156714,3636806
29-10-2021,1699,1712.6,1661.05,1667.75,9914259073,212408,5875091
28-10-2021,1719.35,1724.75,1692.05,1703.9,9114701909,194339,5329972
27-10-2021,1709.1,1734.15,1701.15,1728.95,8747027005,174841,5090259
26-10-2021,1710.05,1726.6,1695.9,1703.7,10008498840,163478,5871709
25-10-2021,1722.05,1729.75,1687.2,1707.55,10039080678,175289,5905209
22-10-2021,1749.9,1763.2,1707,1719.8,12737099865,231471,7369809
21-10-2021,1814,1814,1746.85,1753.65,15523851574,227646,8779629
20-10-2021,1829.4,1848,1794.05,1802.35,10690134352,193075,5876115
19-10-2021,1814,1834.5,1782.3,1822.15,18778087117,236442,10324260
18-10-2021,1740,1799,1740,1792.15,23795103035,310783,13438109
14-10-2021,1754,1783.6,1698.2,1715.75,34164007327,428428,19655776
13-10-2021,1695.95,1713.65,1680.05,1709.2,12062453914,273495,7104171
12-10-2021,1677,1689,1662,1685.15,12477416052,258781,7439300
11-10-2021,1682,1730,1663.7,1690.95,15017023821,264208,8840633
08-10-2021,1705.25,1731.5,1698.4,1723.85,8147261440,223183,4738376
07-10-2021,1687,1704.2,1676.65,1691,9272107761,142352,5476108
06-10-2021,1702.1,1709,1670,1673.55,7188385187,168805,4271698
05-10-2021,1671,1702.95,1663,1692.8,7336751142,174119,4373310
04-10-2021,1672.5,1688,1665.4,1678.75,4946872978,122901,2947154
01-10-2021,1665.1,1678.95,1661.25,1665.15,9577431061,166006,5733906
30-09-2021,1703,1703,1670.1,1675.2,11630225539,155817,6914031
29-09-2021,1659.25,1701.4,1655,1692.25,13115587857,252164,7792548
28-09-2021,1710,1710,1675,1687.1,11068146871,321289,6557197
27-09-2021,1768.75,1769,1718.1,1721.15,8739379305,227547,5045337
24-09-2021,1758,1788,1752.45,1763.85,14674577076,231499,8280446
23-09-2021,1732,1745,1721.1,1742.55,6630769718,151039,3826090
22-09-2021,1717,1738.9,1713.05,1716.9,7864586459,162450,4553892
21-09-2021,1700,1726.75,1684.65,1718.45,7977838675,138846,4672222
20-09-2021,1685,1707.7,1677.95,1687.85,9599964334,136341,5660743
17-09-2021,1697,1718,1684.45,1691.3,12647632624,123572,7454864
16-09-2021,1715.2,1719.25,1691.45,1702.25,5522817876,159668,3246568
15-09-2021,1693.25,1715.1,1690.2,1711.45,6926434283,187441,4062344
14-09-2021,1695.95,1695.95,1678.6,1686.15,8349299076,207112,4945167
13-09-2021,1683,1701.5,1675.2,1691.9,7876437378,187031,4662374
09-09-2021,1685.9,1694.9,1682.15,1691.6,5627248636,137087,3331674
08-09-2021,1700.85,1700.85,1682.95,1693.25,7762344324,153873,4584896
07-09-2021,1730,1734.9,1704,1706.65,6032143711,149711,3520341
06-09-2021,1705.15,1732,1699.35,1730.4,8364392786,183161,4876026
03-09-2021,1696.05,1705.95,1684.4,1700.65,9066475361,210049,5339139
02-09-2021,1677.35,1694.3,1662.65,1689.1,11442649484,258731,6830050
01-09-2021,1709.5,1709.5,1673.15,1677.75,13140486835,244163,7801974
31-08-2021,1700.15,1715,1685.85,1706.45,20843024214,219156,12255438
30-08-2021,1703.05,1718.65,1690.4,1698.05,11157103925,295734,6559667
27-08-2021,1725,1727.7,1705.2,1708.8,11476309164,179152,6698514
26-08-2021,1734,1746,1720,1727.7,9195716831,114055,5302248
25-08-2021,1718,1746.9,1718,1735.55,10658228275,140494,6153253
24-08-2021,1750,1757,1712.7,1720.85,13151981490,242564,7602939
23-08-2021,1735.75,1753.15,1732,1738.75,10779186292,170252,6189051
20-08-2021,1716.1,1745,1716.1,1732.95,10764080449,188065,6206972
18-08-2021,1729,1755.5,1727,1733.45,11629623310,193759,6686090
17-08-2021,1703.9,1748.9,1686.55,1741.65,16453341374,263393,9510390
16-08-2021,1707.7,1719.95,1690.1,1704.4,7776599068,181480,4564109
13-08-2021,1697,1722.5,1691.3,1712.2,9585318722,144604,5612790
12-08-2021,1679.15,1696.5,1674,1689.6,9551399368,152218,5659579
11-08-2021,1674.8,1684,1668,1677.55,8211808502,149326,4899639
10-08-2021,1668,1680,1661.05,1677.25,11463058438,135096,6846517
09-08-2021,1661,1667.45,1646.4,1663.3,8314309678,113096,5018477
06-08-2021,1657,1660.65,1644,1650.2,6206401477,100454,3754855
05-08-2021,1649.5,1666,1647.05,1653.55,8975400927,124049,5420536
04-08-2021,1669.1,1679.9,1639.05,1649.25,11143605331,152430,6740391
03-08-2021,1647,1658.65,1635.6,1655.2,9074703957,140415,5513668
02-08-2021,1627.45,1634.75,1619.2,1631.55,9038450771,123236,5553389
30-07-2021,1610,1623.4,1606.15,1610.5,10058016360,136907,6234257
29-07-2021,1600.1,1620,1600.1,1617,7526375522,144550,4660873
28-07-2021,1605.1,1607.6,1585.5,1605.6,7487050951,110822,4686788
27-07-2021,1605,1609.3,1597.9,1602.55,9446568394,108822,5892859
26-07-2021,1594.1,1611.65,1594.1,1603.9,7366526111,128901,4586710
23-07-2021,1588.55,1598.5,1585.05,1590.45,6653435201,144421,4179719
22-07-2021,1561.4,1592.85,1561.4,1590.2,12415707697,233651,7854575
20-07-2021,1538.3,1557.7,1538,1550.05,7845558519,138422,5069939
19-07-2021,1544.7,1552.9,1537.55,1541.7,8743641779,192818,5669162
16-07-2021,1573.75,1574.65,1549.6,1555.45,9775371404,191620,6265593
15-07-2021,1557.9,1596.85,1556,1580.8,15851201207,248472,10021355
14-07-2021,1554,1582.8,1538.1,1576.9,8856261427,169742,5657716
13-07-2021,1556.4,1556.4,1536.3,1544.95,6874707703,177123,4456160
12-07-2021,1570.55,1578,1533.75,1547.85,7152341637,145234,4588982
09-07-2021,1556,1569.9,1551,1562.9,5368362103,125788,3436594
08-07-2021,1568,1576,1549,1560.75,5189118228,158022,3326813
07-07-2021,1566.05,1570.55,1544.65,1564.6,7485054452,143812,4797120
06-07-2021,1573.7,1586.75,1557.1,1562.2,6441517705,120142,4089574
05-07-2021,1569.15,1585,1561.05,1578.95,6382678903,123094,4058338
02-07-2021,1558.95,1569.45,1542.6,1567.8,8034520020,136155,5166064
01-07-2021,1576.85,1576.85,1559.05,1560.4,7537112361,150925,4814317
30-06-2021,1572.05,1591,1572.05,1580.8,9587562982,167938,6058722
29-06-2021,1561,1573.65,1559.2,1563.05,9252700415,197132,5913567
28-06-2021,1572.9,1580.15,1560.6,1571.8,7884237903,136591,5019178
25-06-2021,1572,1578,1543,1574.2,15307252499,192643,9780240
24-06-2021,1517,1568.75,1511.2,1559.2,16647892220,263797,10785137
23-06-2021,1525,1525,1498.65,1503.15,8340557842,118288,5529809
22-06-2021,1509.7,1521.45,1502.1,1511.85,9709910031,127430,6427862
21-06-2021,1493,1505.8,1484.2,1500.3,8164276798,124524,5454052
18-06-2021,1509,1515.8,1487.4,1503.3,20326029670,240906,13533974
17-06-2021,1475.1,1502.65,1475.1,1495.3,11423116458,229654,7677951
16-06-2021,1472.7,1489.45,1467.5,1480.6,11327444063,162924,7661710
15-06-2021,1464,1476,1463,1473.9,7941636318,141422,5403104
14-06-2021,1471,1477,1453.45,1461.8,10435431661,147667,7132294
11-06-2021,1430.1,1451.6,1429.45,1446.9,8861316924,173378,6140828
10-06-2021,1424,1429,1419,1424.3,4977561087,121283,3496575
09-06-2021,1413.4,1425,1404.6,1415.3,7636846520,137139,5394317
08-06-2021,1396,1421.75,1395.55,1412.95,10396698470,188069,7360630
07-06-2021,1391,1392,1377.3,1389.65,7138486995,127520,5154576
04-06-2021,1393.95,1396.9,1377.65,1385.65,5809075427,109532,4194328
03-06-2021,1388.1,1399,1377.05,1389.65,7089319506,137141,5115645
02-06-2021,1380.75,1391.95,1365,1378.65,12748517787,186335,9272276
01-06-2021,1400,1401,1378.65,1387.2,6635964927,180376,4791325
31-05-2021,1401.5,1401.5,1383,1393.75,6171426113,145671,4429904
28-05-2021,1409.75,1414,1396.1,1405.05,5993259438,106771,4261312
27-05-2021,1404.2,1416.25,1391.7,1402.25,21583297999,250209,15365391
26-05-2021,1367.9,1400,1362.05,1397.25,9500378458,174833,6850024
25-05-2021,1358,1368,1354.45,1361.6,5582984591,129513,4099340
24-05-2021,1356.65,1363,1345.1,1348.05,5714441956,108054,4225371
21-05-2021,1347.5,1357.5,1346.35,1354.5,6717856343,153186,4969733
20-05-2021,1348.4,1349.1,1335,1339.3,6020330291,111007,4490092
19-05-2021,1342,1357.45,1333.25,1337,5963617810,135009,4435878
18-05-2021,1338,1344.6,1329.5,1340,7520081253,135851,5620150
17-05-2021,1320.3,1334.95,1320.3,1329.4,6669458544,118670,5017129
14-05-2021,1326.85,1326.85,1311.3,1316.4,6350387005,180008,4824609
12-05-2021,1330,1330,1314.5,1327,6937427272,143805,5241898
11-05-2021,1336.9,1341,1325.1,1330.65,8539945151,201614,6420988
10-05-2021,1349.85,1352.9,1335.05,1339.55,9649893780,160151,7195348
07-05-2021,1365.3,1373.05,1348.5,1352.55,6774539803,146974,4991435
06-05-2021,1345,1364.7,1337.4,1361.6,6514432065,128184,4810090
05-05-2021,1341.1,1343.9,1327.8,1341.5,5268794240,113183,3939788
04-05-2021,1354,1354.95,1324.1,1329.4,6548565378,158010,4887060
03-05-2021,1340.8,1361,1338,1352.05,6160448677,126788,4560337
30-04-2021,1346.3,1373.9,1345.9,1354.35,11372027785,131718,8354677
29-04-2021,1368,1369,1351.4,1356.35,7361090047,119277,5412357
28-04-2021,1358,1359.5,1344.6,1356,6603777602,137376,4879234
27-04-2021,1346,1353,1340.15,1348.5,4897445224,145974,3636115
26-04-2021,1332.25,1351.3,1321,1343.55,9521361287,130375,7088606
23-04-2021,1343,1348.4,1331,1333.8,9800084842,163801,7316262
22-04-2021,1355.55,1364.8,1345.15,1351.1,8956080142,203956,6622446
20-04-2021,1379,1379,1342.4,1351.35,11618460456,174560,8560766
19-04-2021,1340,1379.7,1332.35,1362.55,17005547107,260647,12508028
16-04-2021,1365,1370.85,1346.6,1353.75,14785392742,285474,10879878
15-04-2021,1332.3,1366.4,1320,1360.75,34145935656,678751,25342491
13-04-2021,1433,1435.25,1375,1397.15,20721814130,453578,14855206
12-04-2021,1474,1477.55,1415,1425.75,29325012715,477964,20384532
09-04-2021,1455,1455,1430.05,1441.05,8723370112,134860,6052712
08-04-2021,1430,1451.7,1421,1439.85,8147788509,179859,5654434
07-04-2021,1410.25,1434.95,1406.6,1430.2,8361600367.55,135633,5879234
06-04-2021,1423,1426,1406.45,1411.05,8201898840,153955,5793571
05-04-2021,1391,1425,1387,1409.9,13336273565,237018,9479572
01-04-2021,1380,1391.6,1371,1385.2,7847148795,146481,5675155
31-03-2021,1382,1388,1363.3,1368.05,11268677504,218153,8220987
30-03-2021,1346.9,1400,1336.15,1385.3,14491356278,227944,10546919
26-03-2021,1344.7,1356.7,1332,1336.2,6598564525,138471,4922071
25-03-2021,1346.75,1352.5,1327.6,1333.8,11715231221,184200,8749994
24-03-2021,1357.85,1370.45,1346.25,1353.75,8328138652,143327,6134303
23-03-2021,1372.45,1383.25,1359.6,1371.55,9833991116,164495,7165335
22-03-2021,1350.1,1376,1336.1,1370.8,6593605265,129112,4862758
19-03-2021,1330,1355.2,1318,1344.45,17111330913,235459,12767112
18-03-2021,1393.75,1393.75,1313.5,1337.1,14774234435,298042,10961755
17-03-2021,1392.25,1400,1382,1387,10620025456,157640,7626744
16-03-2021,1386.05,1406,1380.5,1384,13011543030,230871,9352771
15-03-2021,1370,1379.9,1358.5,1373.6,9122082516,174194,6658665
12-03-2021,1373,1391.7,1370.05,1374.85,13068374479,199285,9462061
10-03-2021,1356.9,1374,1355,1368.15,10820304084,177164,7925984
09-03-2021,1329.5,1350.45,1318.75,1345.55,8696584496,144157,6518173
08-03-2021,1324.8,1346.1,1317.2,1335.75,6830699262,126809,5119392
05-03-2021,1328.5,1340,1305.05,1316.7,8579075404,180930,6486176
04-03-2021,1335,1363.85,1325.9,1330.35,16174961452,225028,12041941
03-03-2021,1319.2,1347,1308,1343.55,12038222652,189231,9056399
02-03-2021,1282.25,1310,1279.2,1304.5,13542927955,182506,10461434
01-03-2021,1263.3,1284.5,1259,1267,7320037307,133035,5756286
26-02-2021,1269,1274.3,1244.75,1253.3,19014856542,296665,15132388
25-02-2021,1288.45,1299.75,1272,1274.55,11279133376,215308,8788221
24-02-2021,1260.05,1276.6,1252,1274.3,5740727001,125315,4537258
23-02-2021,1271.15,1291,1257.55,1266.35,8404181986,237023,6612942
22-02-2021,1295,1308.55,1260,1265.2,9455456934,205288,7371303
19-02-2021,1296.1,1299.5,1276.8,1291.3,6943924609,129418,5389696
18-02-2021,1276,1306,1275,1292.45,8316445821,178755,6437551
17-02-2021,1290.4,1294.5,1275,1281.3,5874133583,142040,4575741
16-02-2021,1314,1319.75,1286,1290.4,8951918994,285705,6896421
15-02-2021,1320,1328.4,1307.1,1309.65,5748561880,143342,4363513
12-02-2021,1305,1323.75,1301.55,1309.8,7608600803,142747,5797875
11-02-2021,1289,1296,1283.05,1292.65,6026438863,128045,4673317
10-02-2021,1295.8,1304.35,1283.6,1296.5,7697265668,175936,5951207
09-02-2021,1306.9,1332,1297.85,1305.55,10498269840,168139,7965949
08-02-2021,1285.5,1310,1275.5,1303.55,8943252910,198135,6921922
05-02-2021,1286.4,1288.75,1262,1272.1,6956468417,176339,5477481
04-02-2021,1285,1293.4,1272.05,1279.35,6446486331,148262,5032240
03-02-2021,1277.65,1304,1273,1284.65,10549003464,204774,8182968
02-02-2021,1280,1294.4,1263.6,1271.25,8789223157,168360,6892490
01-02-2021,1250.55,1277.95,1241,1260.9,11150104432,232672,8880279
29-01-2021,1286.25,1291.15,1231,1239.05,15269437395,268406,12183519
28-01-2021,1291.8,1296.45,1272.55,1276.2,5979774972,212130,4660690
27-01-2021,1319.6,1327.55,1285.1,1301,10646861260,285525,8133665
25-01-2021,1345,1347.9,1313,1325.1,8751273547,159466,6542611
22-01-2021,1327,1356,1326.55,1340.85,12971261022,188343,9646591
21-01-2021,1350,1361.05,1335,1339.7,8257354258,156050,6142421
20-01-2021,1320.55,1348.4,1320.55,1339.45,11009221846,195330,8225838
19-01-2021,1320,1331,1312,1316.65,7374694216,178275,5585744
18-01-2021,1338,1340,1306,1312.05,11702148822,230056,8861765
15-01-2021,1360,1364.45,1340,1344.95,20319423540,278300,15018441
14-01-2021,1360,1384,1318.45,1370.5,37411219055,530803,27521697
13-01-2021,1373.85,1392.8,1360,1387.15,19916243436,304458,14442997
12-01-2021,1378,1378,1360,1371.75,11382710088,264378,8309868
11-01-2021,1342.1,1383.35,1340,1376.2,28058554926,387124,20528626
08-01-2021,1278.25,1316.8,1278.25,1312.1,17117011225,227983,13186251
07-01-2021,1296,1297.65,1255.5,1262.15,13875416121,236192,10954918
06-01-2021,1300,1302,1268.05,1282.1,9226975582,178942,7161715
05-01-2021,1282,1299,1275.05,1293.8,10505964474,168537,8145280
04-01-2021,1269,1290,1261.15,1288.25,9214400329,189946,7208454
01-01-2021,1257.9,1265.5,1255.8,1260.45,5366530408,97445,4253550
31-12-2020,1243,1258.4,1239,1255.8,9283731808,117406,7430470
30-12-2020,1253,1253.3,1238.15,1246.8,6480283008.9,107704,5194690
29-12-2020,1235,1254.45,1235,1250.3,8572419679,132402,6878105
28-12-2020,1238.45,1248,1236,1240.3,5715406465,123013,4607051
24-12-2020,1249.9,1249.9,1226,1236.05,9042415623,172066,7313885
23-12-2020,1238,1258.85,1230.55,1253.05,19780713238,277251,15878346
22-12-2020,1182,1223.85,1176.1,1220.5,13085219235,249518,10901851
21-12-2020,1188,1209.75,1152.05,1177.3,12953347755,246658,10858352
18-12-2020,1182.85,1195,1175.6,1189.8,19002082922,279675,15995676
17-12-2020,1165.9,1168.9,1156.2,1159.2,7742601947,204147,6658153
16-12-2020,1160,1168.9,1153.6,1165.7,9040530195,158579,7788404
15-12-2020,1156,1163.7,1152,1154.6,7988669804,177326,6905926
14-12-2020,1169.4,1172.6,1148.2,1164.55,7802805824,186990,6728187
11-12-2020,1159.7,1171.95,1155.25,1163.2,12306503430,178023,10574009
10-12-2020,1157.4,1171.65,1150,1167.75,11046635083,295020,9488782
09-12-2020,1168.05,1179.5,1157,1175.2,11745774021,274494,10039346
08-12-2020,1145,1167,1145,1153.35,14206387607,272695,12308330
07-12-2020,1147.3,1153,1136,1143.5,8899186636,168273,7792141
04-12-2020,1125,1137,1115,1134.65,11914725948,167778,10564055
03-12-2020,1147,1147,1122.7,1126.45,18298022228,247732,16212632
02-12-2020,1134,1147.45,1121,1140.9,7620426543,153925,6741637
01-12-2020,1105.05,1140.25,1105.05,1137.85,10087463062,227850,8933802
27-11-2020,1118,1121,1091,1100,27934277724,238942,25306145
26-11-2020,1119.95,1119.95,1098.3,1113.2,12119904676,207324,10962256
25-11-2020,1137,1143.5,1111.25,1115.65,10074223660,220995,8958701
24-11-2020,1145,1154.9,1133.35,1140.05,9729744010,175511,8515426
23-11-2020,1105,1144.8,1101.95,1139.85,11901155594,200221,10546363
20-11-2020,1106,1109,1091.1,1103.35,8885377126,199981,8063554
19-11-2020,1100,1114.7,1093.8,1096.75,11123110241,179639,10092343
18-11-2020,1128.5,1132.7,1101.45,1110.55,10931765779,168106,9839468
17-11-2020,1144.75,1145,1112.65,1123.7,14379842098,190186,12813968
14-11-2020,1137,1139.65,1131.1,1133.45,1288640516,41663,1136144
13-11-2020,1120,1133,1117,1124.2,7152675713,105048,6363212
12-11-2020,1128.1,1142,1113.75,1117.75,10319310973,196511,9180976
11-11-2020,1096,1126.35,1087,1122.5,13866920725,254701,12514800
10-11-2020,1113.85,1113.85,1078,1091.05,17077941183,395983,15622869
09-11-2020,1129.3,1146,1121.15,1136.55,11514169318,202222,10160320
06-11-2020,1108,1121.1,1091.7,1112.75,9705243124,154736,8807127
05-11-2020,1109.9,1123,1099,1104,10607037968,181645,9568890
04-11-2020,1068,1116,1066.8,1093.95,17227273082,307084,15702690
03-11-2020,1072,1079.4,1057.5,1062.55,7682963163,172016,7204782
02-11-2020,1065,1079.95,1051.1,1072.3,7663961600,137700,7183119
30-10-2020,1072,1083.6,1052.35,1060.6,9372342225,164698,8800436
29-10-2020,1070,1082,1060.1,1074.85,7432955729,140609,6935804
28-10-2020,1095.5,1104.75,1070.05,1076.55,8262761209,180559,7608413
27-10-2020,1105.7,1109.7,1077.15,1090.85,11083562406,261137,10172530
26-10-2020,1122.25,1129.6,1103.15,1112.45,7040841830,133779,6309643
23-10-2020,1133,1135,1120.15,1122.5,10208894083,152888,9070121
22-10-2020,1142,1158,1123.8,1129.05,12834266054,264809,11271538
21-10-2020,1141.15,1154.35,1135,1148.35,22726337788,283354,19811809
20-10-2020,1118.9,1144.7,1110,1137.5,11877155840,209442,10448852
19-10-2020,1135,1139,1115.3,1125.9,14514954127,215472,12902146
16-10-2020,1113.85,1135.95,1096.9,1127.5,20547237503,311640,18366133
15-10-2020,1180,1186,1092.5,1108.25,49965128164,697193,44288566
14-10-2020,1162,1164.9,1131.1,1137,19050428947,279112,16649731
13-10-2020,1135.55,1166.05,1135.55,1157.8,20142492308,316392,17524137
12-10-2020,1123,1140,1112.1,1132.1,16470282643,191485,14633780
09-10-2020,1095.1,1113.3,1088.45,1106.8,11626421247,173995,10567955
08-10-2020,1090,1124,1088.4,1093.7,23759656746,386362,21483024
07-10-2020,1044.9,1072,1035.5,1066.55,9778824469,176585,9284060
06-10-2020,1055,1060,1031.35,1055.75,9494983884,205608,9090819
05-10-2020,1018.05,1054.9,1018.05,1048.7,14833226247,239001,14212560
01-10-2020,1020.6,1026.5,1011.75,1017.65,5654650743,122973,5563432
30-09-2020,1009,1023.95,1005,1008.25,8145908490,141642,8049899
29-09-2020,1018,1028,1004.1,1009,8853558130,184552,8708572
28-09-2020,1014.8,1016.15,998.5,1010.4,8596234609,165917,8554583
25-09-2020,975.8,1014.9,975,1011.45,13288352062,230269,13311079
24-09-2020,1003,1009,970,975.4,14235738440,273411,14427463
23-09-2020,1020.15,1037,1008.1,1019.75,13810988923,258509,13486274
22-09-2020,1009,1022.5,991.2,1007.5,12724148446,307283,12625775
21-09-2020,1001,1031,1000.5,1009.9,14414221201,284118,14140790
18-09-2020,1011,1018.8,999.1,1002.15,12991132019,228827,12897897
17-09-2020,995,1021,995,1011,15792764186,340784,15628308
