Price Date,Open Price,High Price,Low Price,Close Price,Trade Value,Number Of Trades,Traded Quantity
10-10-2023,1483.9,1497,1469.1,1495.15,8474687374,180174,5688951
09-10-2023,1464.9,1491,1462.2,1475.45,5282688692,173179,3567552
06-10-2023,1469.5,1484.5,1463.3,1478.7,5312535565,159979,3598672
05-10-2023,1452,1475.65,1450.2,1463.45,10807713924,315883,7384621
04-10-2023,1425,1449.95,1418.2,1444.35,6456691191,186022,4510406
03-10-2023,1436.05,1437,1420.3,1434,5982333580,167151,4181867
29-09-2023,1432.1,1446.8,1416,1435.45,8695777967,214627,6068968
28-09-2023,1467.9,1472.6,1435,1439.45,8422808366,167609,5814602
27-09-2023,1456,1469.6,1450.05,1467,5649738071,142755,3863586
26-09-2023,1479.15,1479.9,1459,1460.65,5855838859,154610,3996528
25-09-2023,1489.85,1489.85,1471.55,1474.15,6234296799,165240,4217863
22-09-2023,1491.9,1506.95,1485.2,1496.15,8172750781,207641,5455613
21-09-2023,1486.55,1504.55,1476,1501.75,10122712262,197654,6779195
20-09-2023,1476.2,1495.1,1476.2,1490.25,6194484928,137453,4169337
18-09-2023,1504.9,1504.9,1488,1491.8,5963027755,141817,3991916
15-09-2023,1518,1518.4,1509,1511.6,13092775478,185595,8657816
14-09-2023,1505,1512.55,1499.15,1506.95,9704889707,211776,6444213
13-09-2023,1505,1505,1488.65,1498.35,7196063246,157756,4804686
12-09-2023,1482.5,1504,1477.1,1501.1,10138668745,223119,6793161
11-09-2023,1469.6,1478.05,1464.5,1476.45,6162482963,139464,4182226
08-09-2023,1463.5,1474.75,1460.2,1469.6,4592675943,113333,3125838
07-09-2023,1470.6,1473.4,1462.05,1466.2,6473290821,134781,4411743
06-09-2023,1481.9,1482.9,1463.3,1477.45,7476534609,186641,5075786
05-09-2023,1465,1480.05,1456.5,1478.9,8107502478,183671,5496840
04-09-2023,1443,1470,1434.7,1465.1,6699108919,149765,4609014
01-09-2023,1430.95,1446,1428.2,1443.85,5157907935,155076,3582133
31-08-2023,1435.15,1444.9,1428.65,1435.45,14075209331,156538,9792735
30-08-2023,1427,1436.65,1424,1435.15,4395353658,108717,3070887
29-08-2023,1424,1424.4,1415.3,1417.65,4363979785,111666,3074444
28-08-2023,1420.1,1424.8,1411.4,1415.65,4440584610,112136,3133464
25-08-2023,1413,1422.5,1411.4,1420.1,6107113236,165554,4307172
24-08-2023,1421.5,1425.05,1414.45,1423.6,7346609247,192387,5171963
23-08-2023,1416,1416.6,1405.65,1407.95,3606378739,109292,2559125
22-08-2023,1404.7,1406.05,1396.65,1403.75,4050930669,103697,2890714
21-08-2023,1389.75,1407,1387.15,1405.4,4247553400,108762,3032722
18-08-2023,1403.7,1408.7,1386.15,1388.8,7145629601,189102,5134103
17-08-2023,1420,1420,1406,1411.55,7940072971,160656,5618346
16-08-2023,1410.8,1419.95,1405.4,1418.5,10948246416,246211,7735313
14-08-2023,1371.85,1395,1365.6,1393.55,5957519189,165734,4304135
11-08-2023,1392,1396.85,1367.05,1371.85,7961442925,151268,5783517
10-08-2023,1391.6,1395.8,1385.6,1389.1,5386328013,163971,3873025
09-08-2023,1384,1396,1382.5,1394.4,5688974530,144670,4090828
08-08-2023,1392.85,1393.55,1384.4,1390.2,5782280835,136200,4161877
07-08-2023,1387.9,1395,1377,1393,5167898530,132041,3729093
04-08-2023,1368.9,1385.9,1362,1378.35,7870881967,166998,5712345
03-08-2023,1350,1366.55,1349,1364.3,8827222281,209748,6503741
02-08-2023,1369.3,1371.95,1348.45,1356.85,10074045254,245081,7419145
01-08-2023,1362,1369,1357,1365.2,8270079931,193367,6064652
31-07-2023,1348.75,1357.5,1333.25,1355.7,10670332937,173177,7902180
28-07-2023,1353.85,1363.85,1336,1340.5,8234688151,207337,6122735
27-07-2023,1358.6,1363.8,1347.05,1353.15,12463676253,291560,9191861
26-07-2023,1343,1350,1339.4,1348.85,7437986216,291888,5528885
25-07-2023,1337,1342.85,1324.25,1334.6,9080834437,363645,6801982
24-07-2023,1341,1349.9,1334.25,1336.6,11856166389,477371,8859789
21-07-2023,1320.2,1350,1305,1331.6,60726622129,1308356,45548305
20-07-2023,1471,1471,1440.7,1449.5,12101679686,265215,8347221
19-07-2023,1486,1498.8,1460.7,1474.95,20218383564,339400,13687062
18-07-2023,1434,1477.95,1429,1475.2,24409744727,334573,16743977
17-07-2023,1425.95,1458.95,1414.3,1422.95,16616097231,387899,11569884
14-07-2023,1380.65,1430,1380.65,1425.95,18053268378,368638,12833381
13-07-2023,1334.9,1376.8,1330.85,1365.1,13621594106,302367,9977644
12-07-2023,1351,1351.9,1327,1333.3,10817433939,239051,8102770
11-07-2023,1333.45,1350.9,1327,1348.6,8240092451,209092,6126128
10-07-2023,1336.55,1341.9,1319.3,1329.15,5246983835,170676,3940315
07-07-2023,1334,1345.8,1325.35,1330.2,8399692964,171241,6295647
06-07-2023,1342.55,1347.45,1337.15,1343.9,8007836152,156641,5963897
05-07-2023,1357.85,1357.95,1341,1347.3,7294431158,155589,5414936
04-07-2023,1344.3,1346,1331.4,1345.15,7760991789,202818,5797775
03-07-2023,1330,1346,1328.45,1333.7,10326358178,261409,7732412
30-06-2023,1308.2,1338.9,1304.45,1335.5,17003296939,345935,12821692
28-06-2023,1290,1296.7,1281.4,1293.35,7314358364,170226,5662358
27-06-2023,1280,1282,1274.2,1279.15,4142000393,135123,3240024
26-06-2023,1270.25,1274,1262.25,1270.35,4322179503,149079,3403244
23-06-2023,1276.45,1279.35,1263.35,1265,9194654167,252153,7239467
22-06-2023,1289.4,1289.4,1273.5,1281.55,8562829406,219932,6676607
21-06-2023,1299.95,1303.8,1295,1299.35,5255042673,133363,4041529
20-06-2023,1294,1305,1291.1,1303.4,5211150583,129677,4009180
19-06-2023,1294,1299.5,1287.05,1294,5754281564,123872,4451787
16-06-2023,1287,1301.5,1281.05,1291.65,11013781163,185318,8536287
15-06-2023,1293.95,1293.95,1282.65,1286.8,7932447627,190175,6161155
14-06-2023,1306.35,1306.7,1293.2,1300.4,4489368747,154625,3457981
13-06-2023,1299.9,1306.5,1297.05,1304.85,6315361307,238816,4846587
12-06-2023,1273.5,1295.7,1273,1291.95,6167263780,205416,4785588
09-06-2023,1282.5,1282.5,1264,1265.95,6772791477,230254,5339073
08-06-2023,1286.2,1292,1281.1,1282.8,6476975764,194917,5034942
07-06-2023,1290.5,1294,1282.5,1288.95,6953703730,216607,5397578
06-06-2023,1288.6,1288.6,1273,1279,12799783086,429482,10008100
05-06-2023,1304,1309.45,1297.3,1304.5,6530940466,146088,5002553
02-06-2023,1309,1312.9,1296.05,1299,14210401347,325917,10909311
01-06-2023,1322.55,1329.5,1318.1,1319.5,5659176890,189819,4277841
31-05-2023,1319.85,1331.1,1314.15,1318.3,23506891088,180184,17800782
30-05-2023,1315,1326.4,1309.15,1323.85,8273197084,167284,6274719
29-05-2023,1332.7,1332.7,1309.85,1314.4,5818035564,160816,4419365
26-05-2023,1306,1323.45,1306,1317.45,7274438393,167863,5521606
25-05-2023,1294.5,1307,1289.25,1304.35,5626853058,108453,4334121
24-05-2023,1296.3,1305,1291.3,1298.65,6268859654.15,125041,4824077
23-05-2023,1299.2,1314.15,1297.05,1300.05,9716702068,222142,7436031
22-05-2023,1272.95,1295.6,1270.25,1292.8,9813424557,185776,7625947
19-05-2023,1256.05,1273.3,1252.8,1268.9,14065670108,226582,11094136
18-05-2023,1258.6,1259.65,1242.45,1246,8698306736,196055,6948732
17-05-2023,1260.6,1260.95,1242.45,1246.9,13068346606,325651,10465667
16-05-2023,1265,1273.95,1262.75,1264.3,6642219900,226514,5236469
15-05-2023,1249.9,1268.9,1245.65,1258.35,6984373569,292801,5534710
12-05-2023,1253.35,1256,1239.05,1245.2,10344238725,358335,8292212
11-05-2023,1270.25,1275.9,1253.05,1256.1,8705578132,292712,6888461
10-05-2023,1276.4,1276.4,1259.15,1263.25,8237132026,251732,6515734
09-05-2023,1266,1272,1260.7,1270.7,6304837448,149093,4969897
08-05-2023,1262.45,1270.3,1255.2,1265.6,6652949233,175093,5260842
05-05-2023,1279,1279,1254.25,1259.1,6786776239,175015,5373791
04-05-2023,1268.95,1275.8,1262.5,1273.55,5727114800,157671,4505401
03-05-2023,1266,1272.5,1262.1,1269.15,7038285253,138772,5549783
02-05-2023,1254.55,1279.75,1254.55,1277.45,11309440092,278371,8886401
28-04-2023,1255.7,1259,1244.95,1252.75,12669777883,240556,10118277
27-04-2023,1230,1247.8,1225.4,1246.25,9923408236,206555,8020704
26-04-2023,1228,1233,1220.55,1227.55,6968097179,166360,5680192
25-04-2023,1225.95,1235.5,1215,1224.9,8347624194,210989,6808576
24-04-2023,1228,1230,1218,1226.3,10169581098,274139,8313774
21-04-2023,1228.1,1233.25,1220,1227.35,10659541177,209013,8691352
20-04-2023,1230.7,1237.85,1221.4,1223.4,10582996524,296296,8621249
19-04-2023,1254.35,1254.35,1229.4,1232.2,14000360450,403650,11307230
18-04-2023,1269.95,1269.95,1253.1,1259.35,15670147001,454051,12430884
17-04-2023,1250.3,1261.15,1185.3,1258.3,65931104711,1324241,53171705
13-04-2023,1409.75,1411.05,1383,1389.2,15707860355,345857,11267238
12-04-2023,1413.05,1431.5,1400,1428.3,8276400911,136836,5831169
11-04-2023,1428.9,1433.35,1389,1406.15,9785970824,182219,6942255
10-04-2023,1423.95,1434,1415,1427.6,7127632333,129744,4993788
06-04-2023,1416,1428.4,1410.35,1421.9,9865266278,229597,6948465
05-04-2023,1400,1427.5,1400,1423.55,10660003785,142387,7506334
03-04-2023,1435,1435,1405.15,1410.85,7406174019,181180,5242764
31-03-2023,1404,1429.95,1393.9,1427.95,12343557622,228023,8711975
29-03-2023,1379,1389.9,1364.55,1383.55,12139574640,235693,8813966
28-03-2023,1392.1,1398,1375.85,1377.6,9173851091,154855,6633366
27-03-2023,1386.25,1395.75,1374.1,1388.95,5791747774,214904,4170193
24-03-2023,1388,1398.95,1377.5,1380.65,10499401209,204870,7559127
23-03-2023,1383.95,1383.95,1370,1374.55,10469839629,339878,7607718
22-03-2023,1403,1407.25,1382.15,1389.25,11613161657,245942,8356487
21-03-2023,1399,1405,1390,1390.7,11905855385,311684,8536755
20-03-2023,1419.7,1419.7,1384.85,1403.65,11508578318,258614,8221829
17-03-2023,1430,1442.9,1411.4,1420.7,12968634618,221212,9090018
16-03-2023,1417.8,1417.8,1398.7,1404.1,10299198276,344114,7323117
15-03-2023,1438,1442.85,1416.85,1419.65,10755299510,469861,7556182
14-03-2023,1441,1448.35,1411,1420,10531785842,372984,7402784
13-03-2023,1464.2,1478.3,1428,1435.1,12713135353,378220,8798403
10-03-2023,1460,1474.3,1457.65,1471.55,5430029458,219851,3699580
09-03-2023,1495,1498.35,1474.6,1480.4,7581963845,158728,5104656
08-03-2023,1490.55,1496,1481.1,1492.7,6162390404,151252,4137080
06-03-2023,1494.55,1520.4,1493.15,1507.45,9904087794,195359,6561742
03-03-2023,1486.75,1489.8,1473,1479.3,6828389778,198050,4615015
02-03-2023,1485,1488.6,1467.3,1472.15,6846226931,245727,4644499
01-03-2023,1492.4,1500.85,1481.5,1496.05,7657408378,215581,5125043
28-02-2023,1515.6,1524,1481.3,1487.55,14468139110,237105,9679811
27-02-2023,1540,1540,1502,1509.3,7429509646,209158,4920268
24-02-2023,1560,1569,1545,1550.65,4338555111,109535,2790986
23-02-2023,1569.85,1569.85,1548.15,1550.7,7422770442,202345,4766854
22-02-2023,1563,1575,1555.3,1561.8,5722649682,145415,3656244
21-02-2023,1598.7,1601.65,1576,1579.5,4320425602,99334,2723288
20-02-2023,1584.95,1603,1582.5,1592.45,3853813485,92760,2417716
17-02-2023,1594,1595,1575.5,1583.8,4533097646,115187,2857734
16-02-2023,1600,1614.45,1597.85,1601.8,6892884421,202392,4290289
15-02-2023,1584,1599,1576,1597.05,5515218755,121895,3465747
14-02-2023,1584.7,1596,1578.15,1593.25,8026783624,144115,5043736
13-02-2023,1597,1597,1566,1567.45,6291330890,135515,4001199
10-02-2023,1612.95,1616.3,1596.45,1608.55,7698059397,155297,4786762
09-02-2023,1596.2,1619.75,1586.05,1617,11084460709,187813,6904911
08-02-2023,1565.5,1603,1565.5,1590.5,12726341120,193218,7983338
07-02-2023,1569,1576.05,1555.1,1562.4,6795552062,122034,4336238
06-02-2023,1598,1598,1561.6,1569.85,7179133170,154367,4570612
03-02-2023,1597.5,1604.65,1573,1599.4,11219369733,191136,7040194
02-02-2023,1552,1586.95,1552,1583.75,10912094673,196421,6916834
01-02-2023,1542.2,1555.05,1528.05,1551.1,9555789510,157639,6194199
31-01-2023,1548.9,1548.9,1513,1533.75,14421780539,213737,9448126
30-01-2023,1528.8,1544,1520,1538.8,10686269254,187399,6964719
27-01-2023,1546,1550.95,1507.4,1519.15,9499158229,200961,6209955
25-01-2023,1547,1556,1538.75,1543,6431644720,99299,4158617
24-01-2023,1560,1568.8,1549.75,1551.9,8112123940,133921,5200802
23-01-2023,1535,1553.3,1528.1,1548,7491177763,142861,4855020
20-01-2023,1538,1545,1524,1525.55,9949678361,156478,6496429
19-01-2023,1539.9,1549.55,1526.15,1538.9,9496329847,133347,6165284
18-01-2023,1544.75,1551.85,1539.6,1545.4,9036913834,148114,5843098
17-01-2023,1527,1542.2,1524,1539.5,9097680231,186504,5922644
16-01-2023,1510,1528,1502.3,1525.5,9232897462,181302,6073063
13-01-2023,1483.5,1519.4,1468,1503.65,17374277548,297370,11610426
12-01-2023,1481.95,1485,1455,1480.6,9705952016,218505,6591385
11-01-2023,1470,1494,1464,1471.25,9124651920,200568,6173092
10-01-2023,1482,1483.9,1454.05,1469.75,10483179206,171260,7158624
09-01-2023,1448.2,1489.35,1448.2,1484.45,16991917375,269942,11498717
06-01-2023,1470,1475,1446.5,1448.5,9391109271,254921,6443714
05-01-2023,1505.9,1505.9,1469.25,1475.2,14619077865,294920,9868404
04-01-2023,1521,1521,1491.1,1494.8,10599936791,213900,7059590
03-01-2023,1519.85,1532.65,1515.1,1522.55,6948267865,118266,4551130
02-01-2023,1514,1526.5,1504.05,1524,5772495934,103834,3801140
30-12-2022,1528,1530.4,1504.05,1508.2,7683272020,123954,5060544
29-12-2022,1504,1521.3,1501,1517.55,6990342622,116090,4624745
28-12-2022,1505.1,1524.95,1498.5,1510.15,7600016720,138568,5029860
27-12-2022,1509.95,1521.45,1497.5,1514.85,7338689837,151234,4860076
26-12-2022,1500.5,1509.9,1496.35,1502.4,6189868085,128273,4115459
23-12-2022,1508.7,1509.9,1493,1497.1,9437376870,209853,6283822
22-12-2022,1521.5,1529.95,1511.75,1522.05,9588515437,162243,6302640
21-12-2022,1515,1521,1502.35,1509.55,9425717455,168630,6236361
20-12-2022,1501,1516,1482.45,1507.3,11090163957,252252,7396259
19-12-2022,1507.95,1516.9,1495.05,1507.35,9381570381,208003,6222740
16-12-2022,1525,1549.5,1512.05,1522.2,14703523653,191749,9630453
15-12-2022,1569.3,1570,1535.25,1540.5,9982526580,185365,6443866
14-12-2022,1582,1588.5,1573,1579.4,7869515573,143293,4976020
13-12-2022,1547.2,1577.5,1541.15,1572.15,9592274372,156994,6135067
12-12-2022,1550,1565.95,1530.05,1547.2,12424327972,252048,8037679
09-12-2022,1628,1628,1561.1,1569.3,14045108336,324427,8880658
08-12-2022,1605.5,1623.9,1598.5,1620.15,6780022876,156038,4206837
07-12-2022,1608,1623.8,1596.7,1605.5,7898460952,150548,4898087
06-12-2022,1625,1626,1607.55,1612.9,7786470439,162481,4822398
05-12-2022,1638,1644.85,1623.3,1639.75,6251921099,133011,3824966
02-12-2022,1656,1661.8,1633.95,1637.9,7036188258,144010,4283343
01-12-2022,1656.2,1672.6,1652.3,1657.1,8980336641,214832,5407928
30-11-2022,1619.95,1645.75,1613.15,1634.95,19352938429,157980,11868134
29-11-2022,1621.2,1638.75,1615.05,1629.05,5096717762,116838,3131710
28-11-2022,1628,1653.5,1620,1623.4,6264902016,144926,3825766
25-11-2022,1631.4,1644,1613.8,1635.65,7426019017,181147,4563255
24-11-2022,1589,1636,1584.75,1629.8,8530167324,154105,5282215
23-11-2022,1588.9,1592,1579.3,1583.15,5143987145,99116,3245067
22-11-2022,1569,1588,1562,1585.05,5357454858,132533,3399329
21-11-2022,1582.1,1587.85,1564.05,1568.2,4826480056,127843,3071764
18-11-2022,1591.7,1598,1575.5,1593.4,4959081574,123526,3126064
17-11-2022,1597.2,1602.8,1582.95,1587.4,5525464431,107072,3469515
16-11-2022,1597.15,1609,1593.5,1602.8,7208007206,176176,4497697
15-11-2022,1577.85,1597.85,1572.75,1594,5545624936,122547,3497614
14-11-2022,1575.15,1591.4,1568.45,1585.3,7772857522,134054,4908813
11-11-2022,1546.65,1573.5,1546.65,1570.1,11279201381,233749,7214098
10-11-2022,1485,1512,1485,1501.95,5158511138,114576,3435763
09-11-2022,1529,1529,1501.1,1511.2,5054651935,101945,3334755
07-11-2022,1521.4,1527.9,1491.1,1507.45,7377630657,175332,4898592
04-11-2022,1520.45,1520.45,1501.15,1514,6807247315,155259,4509682
03-11-2022,1538.75,1543.9,1521.65,1530.75,4862085396,131708,3174027
02-11-2022,1572,1572.75,1545,1553.3,4564665624,116831,2938906
01-11-2022,1553.05,1575,1547.1,1573,7094018929,158171,4542692
31-10-2022,1530.25,1546.4,1530.25,1537.65,6985210436,136286,4542336
28-10-2022,1526,1527.95,1507,1513.25,4629123565,147417,3053981
27-10-2022,1530.8,1534.9,1512.5,1523.95,10300114910,168640,6760137
25-10-2022,1528.1,1532.9,1521.05,1526.3,5976717985,119608,3914341
24-10-2022,1518.5,1521.8,1511,1517.85,1492489543,56514,982837
21-10-2022,1500.3,1506,1491.35,1500.5,5391188979,98291,3594485
20-10-2022,1475,1504,1474.2,1500.9,6858028457,140049,4583939
19-10-2022,1504,1504.95,1481.3,1485.45,5290752776,112770,3553171
18-10-2022,1510,1510.95,1497.25,1503.7,7056526674,119660,4692004
17-10-2022,1476.9,1495,1475.5,1489.95,6380187690,176595,4286396
14-10-2022,1485,1494,1467.25,1474.25,22198728912,388421,14990688
13-10-2022,1431,1437.95,1415,1419.9,6861725912,137929,4821514
12-10-2022,1437,1441.1,1413.55,1428.7,7842489843,161320,5481467
11-10-2022,1462.65,1479.65,1420.1,1423.8,18601299292,357001,12824774
10-10-2022,1426.35,1465,1426.35,1462.65,7643648787,202762,5274677
07-10-2022,1446.35,1457.85,1440.15,1451.2,5788640010,163553,3994466
06-10-2022,1445,1459.8,1444.1,1455.15,8982353045,186110,6180672
04-10-2022,1419.7,1432.25,1414,1429.4,9460607736,165041,6631341
03-10-2022,1412,1412,1386,1393.75,6914590030,164361,4943169
30-09-2022,1388.95,1419.3,1376,1413.45,11365839916,235225,8120130
29-09-2022,1404.9,1409.85,1393,1398.65,8562686107,189378,6119965
28-09-2022,1379,1405.85,1377,1394.7,9808375443,235532,7022098
27-09-2022,1393.45,1406.5,1378,1393.55,11928032959,234333,8561254
26-09-2022,1360,1399.45,1355,1380.25,12999291293,283295,9414587
23-09-2022,1367.5,1394.8,1362,1365.45,14357016788,306005,10426200
22-09-2022,1366.35,1383.95,1360,1367.95,12573695053,289781,9168498
21-09-2022,1379.9,1388.8,1368.4,1377.25,10914326538,304433,7917054
20-09-2022,1407.95,1413.55,1385.1,1388.55,10105898809,212073,7219797
19-09-2022,1392,1406,1380.6,1390.3,9184142465,234193,6595241
16-09-2022,1425,1425,1368.35,1377.05,28404270085,603746,20464045
15-09-2022,1475,1475.2,1429.05,1432.8,18438008294,502967,12784100
14-09-2022,1497,1498.95,1472,1475.4,21221602848,431674,14332197
13-09-2022,1551.9,1553,1541.3,1544.95,7656540764,113762,4947158
12-09-2022,1525.8,1545.9,1521.15,1536.2,8454360841,157389,5494819
09-09-2022,1488,1520,1480,1511.65,7222390189,157963,4816910
08-09-2022,1475,1481.1,1463.6,1475.9,5984186690,147100,4061475
07-09-2022,1440,1465.75,1438.05,1457.65,5231731491,137578,3600574
06-09-2022,1461.3,1470,1445.45,1455.1,4992913121,129028,3428442
05-09-2022,1451,1467,1446.35,1461.3,5356763255,133172,3669352
02-09-2022,1478,1478,1448,1453,7537834806,199570,5175653
01-09-2022,1460.05,1468.1,1451.05,1464.2,11890304298,319918,8140604
30-08-2022,1473.1,1496.1,1466,1492.95,9992739411,185187,6725875
29-08-2022,1468.55,1468.55,1450,1461.75,11782306781,361066,8079050
26-08-2022,1535.15,1544.95,1517.45,1521.55,4711766478,101529,3079136
25-08-2022,1548,1548.7,1513.75,1518.15,6638650734.65,167891,4331088
24-08-2022,1535,1546,1531,1537.5,4443785545,154990,2888426
23-08-2022,1548,1554.5,1533,1542.4,8563038004,205150,5551574
22-08-2022,1586,1599,1574,1575.65,6266191901,108149,3950555
19-08-2022,1585.3,1604.9,1585.1,1597.1,7568803663,163412,4739884
18-08-2022,1594.1,1598.2,1574,1582.95,7340980026,151600,4635706
17-08-2022,1596.45,1612,1585,1606.25,6519451948,139693,4067324
16-08-2022,1609,1609,1591.1,1596.45,4802176271,116646,3004430
12-08-2022,1613.3,1614,1590.15,1594.1,5695442292,151120,3562286
11-08-2022,1630,1631.35,1616,1619.95,5613033931,130406,3462090
10-08-2022,1621.2,1621.2,1588.1,1602.45,7074914444,155928,4423829
08-08-2022,1617,1622,1596,1619.4,6058238546,169613,3763409
05-08-2022,1608.4,1625.7,1602.3,1616.65,8667507627,175709,5361971
04-08-2022,1587.5,1603.85,1574.95,1599.9,11797374600,237197,7402209
03-08-2022,1549,1570,1539.9,1566.1,9368113438,188692,6011955
02-08-2022,1546.55,1547,1528.35,1543.6,6728992376,171243,4374635
01-08-2022,1564,1564,1537.9,1551.05,4624672840,149288,2983249
29-07-2022,1532.8,1555.7,1528,1549.7,10845376720,246805,7009465
28-07-2022,1496.4,1524.45,1489.85,1517.4,10033186129,252053,6636841
27-07-2022,1451,1473,1445,1471.05,6599237910,160787,4517285
26-07-2022,1496.65,1496.65,1445,1451.15,10619587082,265599,7268273
25-07-2022,1480.1,1517.15,1480.1,1503.6,11790653831,212233,7859626
22-07-2022,1534,1540,1492.15,1506.3,10584325682,215051,7020642
21-07-2022,1517,1535.45,1503.1,1532.9,7649415941,157115,5008061
20-07-2022,1501.25,1525.8,1500,1515.3,7698482417,158381,5079392
19-07-2022,1471.55,1486.85,1470.1,1484.15,5055304449,114499,3418540
18-07-2022,1450,1493.6,1448.05,1489.9,8645565249,162450,5835171
15-07-2022,1446,1446,1410.65,1430.35,8007893440,170216,5620018
14-07-2022,1451,1452.95,1414,1428.85,8832840290,144148,6157606
13-07-2022,1450,1460,1438.6,1444.45,7620819406,147896,5264025
12-07-2022,1461.8,1468.6,1436,1438.6,6832944704,181598,4710356
11-07-2022,1495,1499.9,1466.4,1473.15,6935483774,188382,4702815
08-07-2022,1515,1516.95,1499.95,1514.45,5510122804,155962,3652582
07-07-2022,1503.05,1513.95,1495.7,1498.7,4996860163,121073,3323472
06-07-2022,1482.2,1500,1470,1491.65,7740736358,156085,5209162
05-07-2022,1498.8,1509.95,1472,1475.95,11037088108,249546,7379669
04-07-2022,1480.25,1492.25,1462,1488,7098545533,220885,4800224
01-07-2022,1454,1485,1442.35,1479.4,6800417470,177961,4651635
30-06-2022,1465.05,1482,1455,1461.9,13430202954,237326,9165177
29-06-2022,1464.7,1477,1457,1463.25,7428509396,143914,5060038
28-06-2022,1469,1488.25,1453,1480.15,6480818446,143516,4412178
27-06-2022,1468.05,1484,1465.15,1474.6,6659914554,188158,4511097
24-06-2022,1458,1467.5,1428.9,1441.1,8817269189,260872,6114340
23-06-2022,1439.8,1458,1433,1452.45,9046655358,196616,6254281
22-06-2022,1436.05,1459.6,1435,1437.25,9037920247,172406,6253366
21-06-2022,1424,1456,1422.75,1449.9,9073788041,191713,6270787
20-06-2022,1390.05,1422.35,1382,1414.15,6451550708,143018,4595194
17-06-2022,1391.05,1396.95,1367.15,1387.3,13419695918,405928,9692047
16-06-2022,1438,1443.75,1392,1397.2,9368700309,286168,6641772
15-06-2022,1440.2,1446.4,1418.85,1422.2,6654855561,150561,4651958
14-06-2022,1410,1448.9,1403.15,1440.55,8755549345,201978,6090247
13-06-2022,1443.6,1443.6,1411.7,1424.5,9966035592,327403,6987685
10-06-2022,1486.1,1493.95,1473.6,1476.8,9659116722,234283,6516436
09-06-2022,1485,1516.95,1481.5,1515,6563050774,145083,4361061
08-06-2022,1520.2,1520.2,1492,1500,7058362388,170475,4697608
07-06-2022,1519.85,1519.85,1502.6,1506.7,7403178927,126118,4904592
06-06-2022,1516,1536.6,1493,1530.05,10059323385,210472,6624883
03-06-2022,1524.9,1555,1518,1521.7,14476219587,214669,9395707
02-06-2022,1484,1513.85,1475.6,1508,10788940909,181247,7205840
01-06-2022,1513,1514.75,1472.1,1478.55,13031629592,250909,8738508
31-05-2022,1510.7,1518,1488.15,1503.6,24109458124,208356,16033857
30-05-2022,1487,1530,1485,1526.8,16563555828,251321,10904213
27-05-2022,1443.95,1467,1437.4,1461.35,12029156202,213654,8284860
26-05-2022,1418,1430,1407.05,1423.95,18504582626,305186,13040065
25-05-2022,1435,1442.5,1399.25,1410.45,13664990145,262121,9630092
24-05-2022,1468.6,1469.55,1435.25,1441,8236426021.4,176635,5693167
23-05-2022,1455.1,1488,1450.05,1468.4,8678630195,194715,5887569
20-05-2022,1453,1466.75,1446.7,1455.15,15279529310,266730,10488908
19-05-2022,1481,1484.7,1417.65,1427.15,23807174900,659166,16561140
18-05-2022,1522,1549.7,1505.3,1509.2,10061219716,200417,6594126
17-05-2022,1494.9,1525,1480.9,1518.45,9829715301,228982,6516378
16-05-2022,1510,1511.85,1478.65,1489.1,9167743367,253982,6145331
13-05-2022,1519.3,1529.25,1498.1,1504.4,10193367340,203286,6723761
12-05-2022,1514,1527.5,1504.3,1508.8,10653003625,242670,7034979
11-05-2022,1549.95,1549.95,1511.6,1526.75,11966677214,291699,7846080
10-05-2022,1558,1569.15,1546.05,1553,9685176738,214384,6212545
09-05-2022,1540,1586.8,1522.15,1570.35,10698465307,265549,6832202
06-05-2022,1550,1561.85,1535.05,1542.85,9526090605,257203,6171472
05-05-2022,1560.05,1589.4,1557.45,1585.15,9715361526,217185,6144870
04-05-2022,1547.25,1570,1530.15,1535.55,9631379025,234262,6220959
02-05-2022,1550.9,1552.75,1531,1541,10879371919,301415,7072627
29-04-2022,1590,1597.3,1560.8,1567.55,15502990988,263325,9831395
28-04-2022,1570,1601.8,1557.45,1582.6,14622527487,234468,9245177
27-04-2022,1572.75,1572.75,1550.35,1552.8,13732718004,296887,8819356
26-04-2022,1577.2,1592,1566.55,1581,8460056311,181573,5345435
25-04-2022,1572.8,1572.8,1554.1,1561.1,10930323720,394157,7000570
22-04-2022,1604.35,1610.7,1582.4,1585.45,12984469892.15,418900,8134245
21-04-2022,1595,1627.2,1589.25,1618.8,12549264894,256268,7766514
20-04-2022,1575,1596.3,1563,1587.7,16915009922,391296,10678747
19-04-2022,1636.65,1636.65,1550,1562,27096225126,763964,17044923
18-04-2022,1605.5,1650,1590,1621.4,49630097106,1443330,30523965
13-04-2022,1754.95,1757.5,1732,1748.55,10933526248,223033,6257693
12-04-2022,1757.5,1757.5,1727.75,1742.45,11242708992,268976,6456184
11-04-2022,1814,1814,1762.55,1766.55,14641918535,374415,8248407
08-04-2022,1823,1838,1808,1814.6,9347538869,171076,5131446
07-04-2022,1821.05,1828.15,1807.55,1811,10529983626,236348,5797544
06-04-2022,1855,1857.5,1822.15,1828.85,9927969801,208906,5407453
05-04-2022,1883.8,1889.6,1857.15,1861.1,10239606829,203468,5472024
04-04-2022,1889.75,1893,1873,1882.95,13877776218,287232,7364074
01-04-2022,1886.85,1910.3,1878.3,1903.55,11692698942,154230,6171518
